MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUEL,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,222
2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,317
2014,DODGE,DART,MID-SIZE,2,4,M6,X,9.4,186
2014,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,198
2014,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,202
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,198
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,E,14.2,195
2014,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,212
2014,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,202
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,168
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,168
2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,331
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,278
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,250
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,271
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,264
2014,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,255
2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,285
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,276
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,259
2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,179
2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,179
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,182
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,166
2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,179
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,182
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,156
2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,179
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10,200
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,193
2014,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,138
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,373
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,350
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,396
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,360
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,386
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,25.5,368
2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,23.9,488
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,20.6,421
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,26.7,382
2014,FORD,EDGE,SUV - SMALL,2,4,A6,X,11.3,225
2014,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,248
2014,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.3,264
2014,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,13.7,281
2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,209
2014,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,221
2014,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,216
2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,214
2014,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.2,230
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,368
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,346
2014,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,11.8,235
2014,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,299
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,274
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,254
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,288
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,267
2014,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,292
2014,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,294
2014,FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,366
2014,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,317
2014,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,308
2014,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,402
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14,283
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,264
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14,283
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,264
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,16.4,336
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,22.1,315
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.4,336
2014,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.1,315
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15,308
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,288
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15,308
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,288
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,16.8,343
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,22.4,320
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.7,340
2014,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.4,318
2014,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,414
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,175
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,175
2014,FORD,FIESTA SFE,SUBCOMPACT,1,4,M5,X,7.5,152
2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8,161
2014,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,8.9,184
2014,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,264
2014,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,278
2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,294
2014,FORD,FOCUS,COMPACT,2,4,M6,X,10.2,205
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,X,8.8,177
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,E,11.7,165
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,8.9,179
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,11.7,165
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.1,184
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,E,11.9,170
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,X,8.4,166
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,E,11.6,162
2014,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,196
2014,FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,186
2014,FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,207
2014,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,205
2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,186
2014,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,10.9,216
2014,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.3,126
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,235
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,244
2014,FORD,MUSTANG,SUBCOMPACT,5,8,A6,X,13.3,264
2014,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.4,292
2014,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,304
2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,12.5,244
2014,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,209
2014,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,271
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,237
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17,229
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13,258
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,251
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,218
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,228
2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,232
2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,239
2014,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,283
2014,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,297
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,347
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,366
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,334
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,380
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,344
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,380
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,344
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,380
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,362
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,380
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,344
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,380
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,362
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,414
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.9,432
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30,411
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,419
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.1,435
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30.2,413
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,271
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,269
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,292
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,270
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,324
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,290
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20,285
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,299
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,277
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,329
2014,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,209
2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,276
2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,259
2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,230
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,290
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,272
2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16,317
2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,294
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16,317
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,294
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17,338
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,322
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,377
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,354
2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16,317
2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,294
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16,317
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,294
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9,182
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,186
2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,200
2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,209
2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,221
2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,251
2014,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,110
2014,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,161
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,166
2014,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,175
2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,246
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,209
2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,216
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,145
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,159
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,172
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,177
2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,244
2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,265
2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,276
2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,308
2014,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,177
2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,177
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,A6,X,9.8,198
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,196
2014,HYUNDAI,EQUUS,FULL-SIZE,5,8,A8,Z,15.7,304
2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13,255
2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13,258
2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,267
2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,237
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,12.9,264
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,255
2014,HYUNDAI,SONATA,FULL-SIZE,2,4,A6,X,11.4,221
2014,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,196
2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,143
2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,145
2014,HYUNDAI,TUCSON,SUV - SMALL,2,4,A6,X,10.2,214
2014,HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,11.4,232
2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,230
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,A6,X,11.4,242
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,244
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,177
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,184
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,202
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,196
2014,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,235
2014,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,248
2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,172
2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,189
2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,265
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,269
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,283
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,255
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,267
2014,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,253
2014,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,283
2014,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,267
2014,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,294
2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,175
2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,271
2014,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,244
2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,253
2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,196
2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,294
2014,INFINITI,QX70 AWD,SUV - SMALL,5,8,AS7,Z,16.6,334
2014,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,345
2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.8,237
2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.2,244
2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,294
2014,JAGUAR,XF,MID-SIZE,2,4,AS8,Z,12.3,242
2014,JAGUAR,XF 3.0L AWD,MID-SIZE,3,6,AS8,Z,14.7,281
2014,JAGUAR,XFR,MID-SIZE,5,8,AS8,Z,15.7,306
2014,JAGUAR,XFR,MID-SIZE,5,8,AS8,E,21.3,290
2014,JAGUAR,XFR-S,MID-SIZE,5,8,AS8,Z,15.7,306
2014,JAGUAR,XJ AWD,FULL-SIZE,3,6,AS8,Z,14.6,285
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,306
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,280
2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.7,285
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,306
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,280
2014,JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,306
2014,JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,306
2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.1,301
2014,JAGUAR,XK COUPE,MINICOMPACT,5,8,AS6,Z,14.8,290
2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,315
2014,JAGUAR,XKR COUPE,MINICOMPACT,5,8,AS6,Z,15.6,310
2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,315
2014,JAGUAR,XKR-S COUPE,MINICOMPACT,5,8,AS6,Z,15.6,310
2014,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,218
2014,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,242
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,230
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,248
2014,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,232
2014,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,253
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,251
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,267
2014,JEEP,COMPASS,SUV - SMALL,2,4,AV,X,10.7,228
2014,JEEP,COMPASS,SUV - SMALL,2,4,A6,X,11.1,225
2014,JEEP,COMPASS,SUV - SMALL,2,4,M5,X,10.2,209
2014,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,225
2014,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,216
2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,235
2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,216
2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,255
2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,340
2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3,6,A8,D,11.2,267
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,278
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,250
2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,363
2014,JEEP,PATRIOT,SUV - SMALL,2,4,AV,X,10.7,228
2014,JEEP,PATRIOT,SUV - SMALL,2,4,A6,X,11.1,225
2014,JEEP,PATRIOT,SUV - SMALL,2,4,M5,X,10.2,209
2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,225
2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,216
2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,235
2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,216
2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,255
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,294
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,294
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,308
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15,308
2014,KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,251
2014,KIA,FORTE,MID-SIZE,1.8,4,A6,X,9.6,191
2014,KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,184
2014,KIA,FORTE,MID-SIZE,2,4,A6,X,9.8,193
2014,KIA,FORTE,MID-SIZE,2,4,M6,X,9.7,193
2014,KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,223
2014,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,225
2014,KIA,FORTE 5,FULL-SIZE,2,4,A6,X,9.7,193
2014,KIA,FORTE 5,FULL-SIZE,2,4,M6,X,9.8,196
2014,KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,216
2014,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,221
2014,KIA,FORTE KOUP,COMPACT,2,4,A6,X,9.6,193
2014,KIA,FORTE KOUP,COMPACT,2,4,M6,X,9.8,198
2014,KIA,OPTIMA,MID-SIZE,2,4,A6,X,11.7,228
2014,KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,200
2014,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,143
2014,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,6.7,147
2014,KIA,RIO,COMPACT,1.6,4,A6,X,8.7,175
2014,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,177
2014,KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,175
2014,KIA,RONDO,STATION WAGON - MID-SIZE,2,4,A6,X,10.5,212
2014,KIA,RONDO,STATION WAGON - MID-SIZE,2,4,M6,X,10.8,214
